"ID" "order" "style" "para" "spp" "time" "mtGenome" "nucOXPHOS" "cplx1" "cplx2" "cplx3" "cplx4" "cplx5" "rRNAprotein" "mtGO" "werren" "cytosolic" "controlSingle" "controlRandom" "mtGenome_rate" "nucOXPHOS_rate" "cplx1_rate" "cplx2_rate" "cplx3_rate" "cplx4_rate" "cplx5_rate" "rRNAprotein_rate" "mtGO_rate" "werren_rate" "cytosolic_rate" "controlSingle_rate" "controlRandom_rate" "mtGenome_rateControlSingle" "nucOXPHOS_rateControlSingle" "cplx1_rateControlSingle" "cplx2_rateControlSingle" "cplx3_rateControlSingle" "cplx4_rateControlSingle" "cplx5_rateControlSingle" "rRNAprotein_rateControlSingle" "mtGO_rateControlSingle" "werren_rateControlSingle" "cytosolic_rateControlSingle" "controlSingle_rateControlSingle" "controlRandom_rateControlSingle" "mtGenome_rateControlRandom" "nucOXPHOS_rateControlRandom" "cplx1_rateControlRandom" "cplx2_rateControlRandom" "cplx3_rateControlRandom" "cplx4_rateControlRandom" "cplx5_rateControlRandom" "rRNAprotein_rateControlRandom" "mtGO_rateControlRandom" "werren_rateControlRandom" "cytosolic_rateControlRandom" "controlSingle_rateControlRandom" "controlRandom_rateControlRandom" "hd"
"11" 51 "Coleoptera" "D" NA "APLAN" 242.635258 0.222615975801436 0.384178644456578 0.423739720752315 0.555743207998349 0.240021607586915 0.857137952891226 0.267219232156816 0.266675624910551 0.260130973568571 0.237688223233124 0.113861735485263 0.20467987366224 0.388833572076329 0.000917492278889806 0.00158335869083206 0.00174640620759377 0.00229044703799128 0.000989228068358124 0.00353261912533432 0.00110132069988285 0.00109908027014998 0.00107210706190347 0.000979611228773371 0.00046927118681681 0.000843570202242578 0.00160254356799344 1.08763002350096 1.87697323426408 2.07025592292266 2.71518248499327 1.17266833955055 4.18770022452556 1.30554718143796 1.30289129135684 1.27091623086418 1.16126817444374 0.55629180069339 1 1.89971571273284 0.572522518085799 0.988028483253403 1.08977143740339 1.42925726559757 0.617286224297006 2.20438258022373 0.687232922635498 0.685834876568225 0.669003378950794 0.611285239502069 0.292828972758843 0.5263945511939 1 "D"
"12" 27 "Hymenoptera" "HD" "ancestral" "AROSA" 227.196802 0.407814256641678 0.292051978694684 0.438882146937386 0.116123302714797 0.196036809591036 0.396037027737624 0.201774946767679 0.292703828652383 0.18781839178863 0.190367562769024 0.0481225687713541 0.106694874645187 0.26330334175559 0.00179498238114143 0.00128545814080026 0.00193172678080824 0.00051111328017195 0.000862850215607507 0.00174314525667322 0.000888106456567461 0.00128832723909724 0.000826677092878402 0.000837897193504616 0.000211810062235621 0.000469614333062606 0.00115892186614312 3.82224786333796 2.73726343149941 4.11343233118634 1.08836814421465 1.83735920064534 3.7118655329475 1.89114001435102 2.74337290920269 1.76033190360098 1.78422406326536 0.451029807489679 1 2.46781621545743 1.54883813445949 1.10918447425472 1.66683090313672 0.44102479649722 0.744528376601487 1.50410938614385 0.766321252978914 1.11166013579913 0.713315640190285 0.722997138964274 0.182764747498054 0.405216560996882 1 "HD"
"13" 16 "Blattodea" "D" NA "BGERM" 148.521245 0.107688784439987 0.235226274823931 0.361398511454143 0.0960403608885437 0.143863966387748 0.478251495892835 0.112394911873002 0.235526940902376 0.287115015965007 0.271365935720447 0.0961958746034494 0.139724689634457 0.347665183488029 0.000725073267733428 0.00158378873557067 0.00243331189052545 0.000646643925510749 0.000968642340614287 0.00322008811529176 0.00075675982835319 0.00158581313334921 0.00193315788569512 0.00182711864366911 0.000647691006114643 0.000940772410266673 0.0023408447962312 0.770721228450883 1.68349828107919 2.58650430643018 0.687354261725692 1.0296245192179 3.42281308438774 0.804402659022151 1.6856501275369 2.05486243495081 1.94214735012391 0.68846726269433 1 2.48821582211117 0.30974854415842 0.676588528261503 1.03950159123882 0.276243827250682 0.413800326349623 1.37560940412459 0.323284922422702 0.677453343298282 0.825837701332245 0.780538140166661 0.276691136104981 0.401894398031571 1 "D"
"14" 49 "Hymenoptera" "HD" "Parasitic/wasp-waist/stinger/pollinator/eusociality" "BIMPA" 6.188111 0.0574948869133375 0.0800496747722384 0.0569010946678859 0.433469213632353 0.0223570965852893 0.03989228643414 0.0278293300694013 0.0412956252872235 0.0397975278529811 0.0141920301278426 0.00918211002351195 0.00959032076644808 0.0301212497289705 0.00929118545438786 0.0129360437736554 0.00919522850638683 0.070048713352484 0.00361291136912206 0.00644660162594692 0.00449722541651262 0.00667338147089209 0.0064312886199005 0.00229343496389166 0.0014838308529876 0.00154979779232274 0.00486760010106 5.99509529592425 8.34692360367066 5.9331795102157 45.1986147479919 2.331214682986 4.15964047560369 2.90181431331919 4.30596914252306 4.14975982786869 1.47982851392142 0.957435131433324 1 3.14079689955213 1.90878158876785 2.65758145802453 1.88906818873317 14.3908110564033 0.742236686274884 1.32439014958173 0.923910206907357 1.37097981188694 1.32124424487952 0.471163389817547 0.304838282147392 0.318390533352411 1 "HD"
"15" 59 "Lepidoptera" "D" NA "BMORI" 80.077648 0.099606874261734 0.119056428485163 0.090179110502907 0.0466365391907191 0.134363631719996 0.215796373172685 0.260814728139936 0.116804268813958 0.12613772351309 0.0889257126001668 0.0341018086484015 0.0949699370657655 0.221972179950313 0.00124387861968341 0.00148676230457172 0.00112614584413003 0.000582391470722505 0.00167791681044373 0.00269483905387287 0.00325702283538518 0.00145863760651359 0.00157519266191597 0.00111049356245037 0.000425859269098432 0.00118597310782362 0.00277196178327207 1.04882531608668 1.25362227420155 0.949554283061798 0.491066337744584 1.41480173485796 2.27225983126901 2.74628725887567 1.22990782581095 1.32818581764186 0.936356444446066 0.359080038399798 1 2.33728890224072 0.448735847366235 0.536357432322433 0.406263120554535 0.210100829757848 0.605317440005646 0.972177563967654 1.17498836204752 0.526211297470268 0.568259155455089 0.400616476443454 0.153631003020446 0.427846125073079 1 "D"
"16" 50 "Hymenoptera" "HD" "Parasitic/wasp-waist/stinger/pollinator/eusociality" "BTERR" 6.188111 0.0442656000475094 0.0563231013776407 0.053486792822866 0.0327541480161588 0.0974060322834262 0.059570968054366 0.0292402065717713 0.037048277663522 0.0284116421048909 0.0594106473976738 0.0132837733086132 0.00730611977589808 0.0354297338652499 0.00715332999804131 0.0091018246727702 0.00864347663170005 0.00529307700139167 0.0157408346882314 0.00962668059030712 0.0047252233471202 0.0059870092284256 0.00459132716024178 0.00960077273947959 0.00214666047661608 0.0011806704462635 0.00572545222043527 6.05870166453276 7.70903066268406 7.32082069052739 4.48311128489987 13.3321154417364 8.15357123638771 4.00215264308024 5.07085550195048 3.8887457332163 8.13162789825341 1.81817075493816 1 4.84932288985022 1.24939126598763 1.58971279862995 1.50965832897003 0.924481909481252 2.74927360882504 1.68138344704853 0.825301332575083 1.04568320508497 0.801915199615923 1.67685841569205 0.374932912539943 0.20621435666679 1 "HD"
"17" 13 "Diplura" "D" NA "CAQUI" 486.666242 0.320345076807968 0.285367970501399 0.283024512503049 0.19545516562897 0.324346219363923 0.373390976419354 0.337297910115504 0.413442789713044 0.386770107436424 0.416887257740744 0.301154160252351 0.349939576502364 0.613391977742693 0.000658243882894939 0.000586373053796896 0.000581557724940883 0.000401620553802394 0.000666465415868979 0.000767242401866357 0.000693078502279811 0.000849540720173979 0.000794733790958987 0.000856618400379503 0.00061881045830245 0.000719054551768898 0.00126039557463838 0.915429686489901 0.815477841499506 0.808781091101129 0.558539755870253 0.92686349628057 1.06701556923451 0.963874716563319 1.18146908059212 1.10524825829127 1.19131211710182 0.860589028718552 1 1.75285111753729 0.522251820095285 0.465229381628962 0.461408891496414 0.318646432821396 0.528774798388349 0.608731431071935 0.549889666566514 0.674027057273442 0.630543146096813 0.679642500827783 0.49096527372368 0.570499108563753 1 "D"
"18" 73 "Diptera" "D" NA "CCAPI" 141.406085 0.0589628295335423 0.216995630874473 0.268486270737653 0.10907996994205 0.114626787093782 0.647472857811805 0.206684023827666 0.139829221431332 0.166057334923393 0.129403087448904 0.0623383317786365 0.115156362017553 0.209239677463094 0.000416975192641408 0.00153455652827439 0.00189868965495829 0.000771395162676698 0.000810621318692063 0.00457881892290424 0.00146163458119688 0.00098884868661297 0.00117432948464271 0.00091511682434956 0.000440846175598713 0.000814366383296398 0.00147970773296704 0.512024073186289 1.88435642697185 2.33149316315436 0.947233552979237 0.9954012534393 5.62255394724186 1.79481202954433 1.21425528717222 1.44201615971579 1.12371635558598 0.541336411523094 1 1.81700492962082 0.281795643390543 1.03706731679868 1.28315180941248 0.521315896031668 0.547825290516422 3.09440764611199 0.987785998972978 0.668272973494692 0.793622590785548 0.618444307589455 0.297927871685005 0.550356239379429 1 "D"
"19" 28 "Hymenoptera" "HD" "ancestral" "CCINC" 198.502651 0.468467782076338 0.264186733087625 0.257889499085343 0.219041216757319 0.311143053992199 0.352231186827122 0.292129769341232 0.276185662515641 0.171941997090044 0.197019448412807 0.0641722643625659 0.0905781200264186 0.208106733664123 0.00236000768612575 0.00133089775757012 0.00129917408047786 0.00110346746330012 0.00156745037119025 0.00177444071931877 0.00147166684107021 0.00139134495748191 0.000866194966283065 0.000992528046453178 0.000323281649082691 0.000456306853183631 0.00104838264182237 5.17197510767172 2.9166727352099 2.84715005136036 2.4182574852893 3.43507961858172 3.88870056835346 3.22516927107813 3.04914324160279 1.89827297188211 2.17513289473598 0.708474235762997 1 2.29753867273272 2.25109382011842 1.26947710165887 1.23921746569512 1.05254266837345 1.49511286114544 1.69255064757112 1.40374972110571 1.32713467581205 0.826220247959647 0.946723082640803 0.308362267922275 0.435248386400646 1 "HD"
"20" 35 "Hymenoptera" "HD" "Parasitic/wasp-waist/stinger/eusociality" "CFLOR" 49.36319 0.297087483563892 0.169046121674497 0.132173166029993 0.377356678999341 0.226677633612947 0.246789754094626 0.0846018612628247 0.143543960783264 0.0954622060719171 0.0797582714531024 0.0203006223207623 0.0552225991256561 0.118073927794179 0.00601840123306237 0.00342453803480887 0.00267756532813201 0.00764449540232997 0.00459203778388202 0.0049994693230852 0.00171386535721911 0.00290791500272296 0.00193387433170176 0.00161574386608933 0.000411250211357133 0.00111869996905905 0.00239194281800222 5.37981710871459 3.06117648120548 2.39346151978903 6.83337410723255 4.10479834708892 4.46899925034439 1.53201520034067 2.59936987856434 1.72868006184747 1.44430491711585 0.367614394146304 1 2.13814506494901 2.51611417621137 1.43169728349488 1.11941025846444 3.1959356824068 1.919794131081 2.09012911406503 0.716516023844813 1.21571259180505 0.808495218676238 0.675494352928898 0.171931455995513 0.467695114046833 1 "HD"
"21" 24 "Hemiptera" "D" NA "CLECT" 179.813245 0.449855292130201 0.268216251666759 0.252945909037895 0.340257688450584 0.220525664390469 0.684283723353679 0.223940531566493 0.290874426116904 0.281214285931967 0.27622924367329 0.177869328354032 0.207197897628248 0.375453645517946 0.00250179174582051 0.00149163790279609 0.00140671455563741 0.00189228378838602 0.00122641501959697 0.00380552457831279 0.0012454062077935 0.00161764738808259 0.00156392420331421 0.00153620076025707 0.000989189246621026 0.00115229496930689 0.00208801996492498 2.17113830439209 1.29449311376696 1.22079380115974 1.64218697363943 1.06432385132659 3.30256113207004 1.0808050377436 1.40384834714292 1.35722557589131 1.33316624751134 0.858451414758865 1 1.81205335486357 1.19816466693143 0.714379138060437 0.673707425823369 0.90625751677332 0.587357898965795 1.82255181571002 0.596453208644605 0.774727931368563 0.748998682764223 0.735721298676501 0.473745109356063 0.551860130009962 1 "D"
"22" 37 "Hymenoptera" "HD" "Parasitic/wasp-waist/stinger/eusociality" "COBSC" 35.762918 0.264377479650931 0.115478334328346 0.11056582814469 0.183760323922854 0.0976292514945418 0.129876725889885 0.0956563193248755 0.158733318687426 0.0823073272859376 0.0799955144185547 0.0410845154671518 0.0501297032804596 0.109728742300771 0.00739250302928108 0.00322899642384735 0.00309163329862205 0.00513829223674796 0.00272990172375033 0.00363160315637234 0.00267473474409654 0.00443848901500224 0.00230147124141094 0.00223682850539642 0.00114880210465913 0.00140172296009122 0.00306822676775902 5.27386883125607 2.30359102032346 2.20559510448545 3.66569741884914 1.94753300150886 2.59081377687928 1.90817645158818 3.16645238850436 1.64188738212661 1.59577075433711 0.819564305762935 1 2.18889670435259 2.40937309685243 1.0523982313751 1.00762868348226 1.67467812051613 0.889732712208949 1.18361628108238 0.871752626697184 1.44659744893759 0.750098156236311 0.729029721303865 0.374418904342651 0.456851160683607 1 "HD"
"23" 31 "Hymenoptera" "HD" "Parasitic/wasp-waist" "COPFL" 107.287992 0.452991994348155 0.204743921530652 0.26592655077332 0.0694984351789193 0.174231881478877 0.439251263599791 0.162052525704075 0.261072960604584 0.15943064044366 0.208595166017464 0.109768371404963 0.133443942912841 0.279522214703933 0.00422220591422901 0.00190835822084033 0.00247862361682862 0.000647774591390612 0.00162396441792738 0.00409413258102352 0.00151044420426915 0.00243338472216522 0.00148600637845529 0.00194425454451104 0.0010231188911147 0.0012437919698678 0.00260534482464667 3.39462387321714 1.53430659392596 1.99279596337325 0.520806217666337 1.30565597565321 3.29165381366682 1.21438652191145 1.95642421009025 1.19473868175337 1.56316698580848 0.822580395999377 1 2.09467892361741 1.62059389386264 0.732478174400252 0.951361061069821 0.24863295839485 0.623320338469061 1.57143597357742 0.579748288971305 0.933997181158248 0.570368407435979 0.746256129368486 0.392699991738505 0.477400134562412 1 "HD"
"24" 64 "Diptera" "D" NA "CQUIN" 83.961536 0.0207173880248422 0.0962460341276528 0.0810663525797756 0.247236864106216 0.0460748660499373 0.131976512301203 0.0767519701012283 0.0841720925034831 0.0889479983120004 0.0468180685590148 0.0786242287718388 0.0659412526840765 0.193623491875682 0.000246748559064501 0.00114631102184282 0.000965517741121072 0.00294464436794267 0.000548761590663817 0.00157186872213966 0.000914132515408345 0.00100250777336283 0.00105938984146265 0.000557613292817973 0.000936431519926444 0.000785374539647256 0.00230609754299495 0.314179473115242 1.45957242560687 1.22937234705205 3.7493504300066 0.698725974628982 2.0014256164271 1.16394467768069 1.27647093552727 1.34889761251805 0.709996650857081 1.19233750606053 1 2.93630290591125 0.106998318355626 0.497078289391912 0.418680356368251 1.27689497648848 0.237961135829118 0.681614152408427 0.396398026694549 0.434720455085722 0.45938639702413 0.241799526005217 0.406067610960763 0.340564319160274 1 "D"
"25" 4 "Scorpiones" "D" NA "CSCUL" 398.391694 0.575314814465136 0.322536505168896 0.2801428402675 0.269560111981184 0.447151251552168 0.532613323279893 0.333367228923334 0.487719176965108 0.372225187980968 0.450300548677246 0.211495400215653 0.347563917018999 0.578809090821221 0.00144409339634761 0.000809596460032864 0.000703184440053863 0.000676620813237095 0.00112239099932683 0.00133690870392467 0.000836782578412225 0.00122422024432344 0.000934319649698741 0.00113029602639569 0.000530873016182042 0.000872417578612969 0.00145286435319412 1.65527773826328 0.927991915660408 0.806018192769379 0.775569898892724 1.28652955516014 1.53241834724396 0.959153734319063 1.403250317663 1.070954635261 1.29559061406432 0.608507931518369 1 1.66533136058995 0.993962989850199 0.55724160225486 0.483998687494749 0.465715062627522 0.772536676847533 0.920188248122045 0.575953685264944 0.842625288198439 0.643088012755381 0.777977671425918 0.365397509419869 0.600481095633573 1 "D"
"26" 70 "Diptera" "D" NA "DGRIM" 74.979997 0.0224607775373464 0.167196557091162 0.162144690539032 0.369065495837626 0.0555411996216858 0.627325721998867 0.0805908697281028 0.0712844370611583 0.109137411033049 0.0884220243291786 0.0367148815795598 0.0628940312640282 0.159437009858465 0.000299556927660939 0.00222988215231806 0.00216250596194385 0.00492218605767117 0.000740746890423132 0.00836657438114951 0.00107483159445982 0.000950712722236549 0.00145555368631248 0.001179274844852 0.000489662350607453 0.000838810799952795 0.0021263939215477 0.357120971353488 2.65838512384861 2.57806165832098 5.86805279324988 0.883091741862192 9.97432839636822 1.28137548362552 1.13340543813939 1.73525863805568 1.40588896199044 0.583757804066196 1 2.53501018545227 0.140875556793778 1.04866841920571 1.01698276129846 2.314804424426 0.348358261805027 3.93463050113493 0.505471532611184 0.447100940518382 0.684517422460018 0.554589078205069 0.230278287407373 0.394475732578404 1 "D"
"27" 72 "Diptera" "D" NA "DMELA" 49.846935 0.0312676871166515 0.0860500064211366 0.0500200925628345 0.154552469381982 0.0942315908383699 0.079288120743464 0.128436555669597 0.0667252802722488 0.0964085618651413 0.0459496522983693 0.0342256694562613 0.054222566799614 0.174535115732754 0.000627274016279065 0.0017262848040935 0.00100347378555641 0.00310054107402957 0.00189041895631838 0.00159063181604775 0.00257661891688219 0.00133860347225459 0.00193409207336702 0.000921814998221441 0.000686615324618481 0.00108778136107293 0.00350142121542185 0.576654499448633 1.58697773823849 0.922495844722544 2.85033480530623 1.73786665590019 1.46227162274488 2.36869191649023 1.2305813651139 1.77801545657974 0.847426726738735 0.631207105756287 1 3.21886487553733 0.179148402230576 0.49302403163897 0.286590422522334 0.885509307013214 0.539900468984454 0.454281766798545 0.735878021625502 0.382302896423535 0.552373437633954 0.263268810436559 0.196096179915263 0.310668524050134 1 "D"
